timestamp,session_id,user_id,country,platform,content_title,views,watch_time_minutes,revenue,buffering_ratio,startup_time_ms,bitrate_kbps,error_code
2026-01-01 23:47:00,s1427,u554,Senegal,Smart TV,Series B,1,65,1.14,0.35,9053,3303,CDN_ERROR
2026-01-01 23:48:00,s1428,u1889,Cameroon,STB,Documentary D,1,76,0.94,0.24,2248,2062,BUFFERING_ERROR
2026-01-01 23:49:00,s1429,u1215,France,Android TV,Sport Live,1,76,0.54,0.39,8791,3747,LOW_BITRATE
2026-01-01 23:50:00,s1430,u1141,Ivory Coast,iOS,Series A,1,17,1.41,0.54,571,5203,LOW_BITRATE
2026-01-01 23:51:00,s1431,u468,Ivory Coast,Web,Series B,1,18,1.23,0.3,7243,1266,BUFFERING_ERROR
2026-01-01 23:52:00,s1432,u542,Tunisia,iOS,Kids Show,1,63,1.28,0.53,5198,4480,AUTH_ERROR
2026-01-01 23:53:00,s1433,u1948,Morocco,Web,Movie C,1,9,0.59,0.44,4969,4758,
2026-01-01 23:54:00,s1434,u1084,Tunisia,iOS,Kids Show,1,90,1.03,0.04,592,3211,LOW_BITRATE
2026-01-01 23:55:00,s1435,u302,Senegal,Android TV,Documentary D,1,2,1.15,0.51,2379,4824,CDN_ERROR
2026-01-01 23:56:00,s1436,u934,Tunisia,Android TV,Series B,1,4,0.19,0.18,3379,5024,STARTUP_TIMEOUT
2026-01-01 23:57:00,s1437,u2100,Senegal,iOS,Series B,1,57,1.32,0.5,2026,4439,
2026-01-01 23:58:00,s1438,u2038,Ivory Coast,iOS,Sport Live,1,36,0.46,0.17,10350,5294,BUFFERING_ERROR
2026-01-01 23:59:00,s1439,u411,Ivory Coast,Web,Series A,1,53,0.89,0.19,10679,1829,
2026-01-02 00:00:00,s1440,u1530,Morocco,Smart TV,Series B,1,26,0.26,0.45,7815,2042,BUFFERING_ERROR
2026-01-02 00:01:00,s1441,u397,France,STB,Sport Live,1,44,0.63,0.5,9207,1630,
2026-01-02 00:02:00,s1442,u988,Ivory Coast,Mobile,Movie C,1,4,0.59,0.48,11300,2128,AUTH_ERROR
2026-01-02 00:03:00,s1443,u2033,Ivory Coast,STB,Sport Live,1,64,0.95,0.41,7735,2536,BUFFERING_ERROR
2026-01-02 00:04:00,s1444,u485,France,Web,Sport Live,1,3,0.69,0.52,6445,4142,LOW_BITRATE
2026-01-02 00:05:00,s1445,u1111,France,Mobile,Kids Show,1,34,0.62,0.15,6289,4343,STARTUP_TIMEOUT
2026-01-02 00:06:00,s1446,u1529,Morocco,STB,Kids Show,1,18,0.24,0.29,11548,5144,
2026-01-02 00:07:00,s1447,u2338,Tunisia,Android TV,Series A,1,5,0.44,0.54,4939,3819,BUFFERING_ERROR
2026-01-02 00:08:00,s1448,u944,Tunisia,Smart TV,Series B,1,68,0.33,0.36,9059,3798,
2026-01-02 00:09:00,s1449,u1922,Cameroon,Smart TV,Sport Live,1,3,1.34,0.4,5071,3370,LOW_BITRATE
2026-01-02 00:10:00,s1450,u1597,Cameroon,Android TV,Sport Live,1,25,0.59,0.47,3914,4599,CDN_ERROR
2026-01-02 00:11:00,s1451,u1686,Tunisia,Web,Sport Live,1,26,0.82,0.26,3478,1760,CDN_ERROR
2026-01-02 00:12:00,s1452,u486,Ivory Coast,Smart TV,Kids Show,1,89,1.49,0.49,6832,4412,STARTUP_TIMEOUT
2026-01-02 00:13:00,s1453,u2466,Cameroon,iOS,Series B,1,17,0.62,0.5,9588,3008,STARTUP_TIMEOUT
2026-01-02 00:14:00,s1454,u1328,France,Android TV,Kids Show,1,36,0.7,0.24,918,2634,CDN_ERROR
2026-01-02 00:15:00,s1455,u2365,Ivory Coast,Mobile,Series A,1,2,0.23,0.14,1101,3770,CDN_ERROR
2026-01-02 00:16:00,s1456,u1028,France,STB,Kids Show,1,9,0.83,0.3,10738,4554,LOW_BITRATE
2026-01-02 00:17:00,s1457,u804,France,Mobile,Kids Show,1,48,0.43,0.41,9665,2861,
2026-01-02 00:18:00,s1458,u1727,France,Mobile,Documentary D,1,13,0.07,0.12,9847,1999,STARTUP_TIMEOUT
2026-01-02 00:19:00,s1459,u2332,Tunisia,Web,Series B,1,64,0.99,0.06,2455,4483,AUTH_ERROR
2026-01-02 00:20:00,s1460,u689,France,STB,Movie C,1,29,0.53,0.22,8940,5645,STARTUP_TIMEOUT
2026-01-02 00:21:00,s1461,u880,Ivory Coast,Web,Documentary D,1,36,1.04,0.03,4285,578,STARTUP_TIMEOUT
2026-01-02 00:22:00,s1462,u973,Tunisia,Mobile,Series B,1,1,0.63,0.05,4690,5277,BUFFERING_ERROR
2026-01-02 00:23:00,s1463,u938,Cameroon,Web,Documentary D,1,12,0.89,0.11,3569,5306,CDN_ERROR
2026-01-02 00:24:00,s1464,u2040,Senegal,Web,Kids Show,1,45,0.18,0.48,9408,3375,STARTUP_TIMEOUT
2026-01-02 00:25:00,s1465,u978,Tunisia,iOS,Documentary D,1,86,0.42,0.44,8332,4937,LOW_BITRATE
2026-01-02 00:26:00,s1466,u915,Tunisia,Android TV,Documentary D,1,16,1.3,0.16,9948,4148,BUFFERING_ERROR
2026-01-02 00:27:00,s1467,u1628,Cameroon,Android TV,Documentary D,1,56,0.12,0.03,6620,5270,STARTUP_TIMEOUT
2026-01-02 00:28:00,s1468,u2012,Cameroon,Web,Series A,1,1,0.76,0.51,745,1107,BUFFERING_ERROR
2026-01-02 00:29:00,s1469,u184,Senegal,iOS,Kids Show,1,48,1.29,0.03,941,2702,STARTUP_TIMEOUT
2026-01-02 00:30:00,s1470,u259,Senegal,iOS,Movie C,1,78,0.54,0.1,9535,1590,BUFFERING_ERROR
2026-01-02 00:31:00,s1471,u1937,Tunisia,Smart TV,Kids Show,1,89,1.15,0.39,7769,5940,
2026-01-02 00:32:00,s1472,u844,Morocco,Smart TV,Series B,1,50,1.32,0.5,1495,4432,
2026-01-02 00:33:00,s1473,u1979,Ivory Coast,Android TV,Kids Show,1,66,1.13,0.07,2106,1138,
2026-01-02 00:34:00,s1474,u977,Tunisia,iOS,Movie C,1,7,1.09,0.35,2684,5593,CDN_ERROR
2026-01-02 00:35:00,s1475,u2422,Morocco,Android TV,Kids Show,1,7,0.79,0.04,10467,2362,
2026-01-02 00:36:00,s1476,u1109,Tunisia,iOS,Series B,1,10,1.41,0.28,10924,4795,
2026-01-02 00:37:00,s1477,u453,Morocco,iOS,Kids Show,1,36,0.38,0.02,549,2816,
2026-01-02 00:38:00,s1478,u2081,Cameroon,iOS,Movie C,1,79,1.45,0.17,1139,3476,BUFFERING_ERROR
2026-01-02 00:39:00,s1479,u51,Ivory Coast,Mobile,Kids Show,1,46,1.3,0.24,5850,3132,BUFFERING_ERROR
2026-01-02 00:40:00,s1480,u2260,Cameroon,STB,Kids Show,1,23,0.42,0.09,7375,3436,AUTH_ERROR
2026-01-02 00:41:00,s1481,u2419,Morocco,STB,Sport Live,1,54,0.65,0.23,8857,2160,
2026-01-02 00:42:00,s1482,u1390,Ivory Coast,Mobile,Documentary D,1,51,0.19,0.3,11472,5510,
2026-01-02 00:43:00,s1483,u2002,France,Web,Movie C,1,54,0.23,0.4,10434,3680,BUFFERING_ERROR
2026-01-02 00:44:00,s1484,u2163,Senegal,Mobile,Series B,1,14,0.83,0.33,3589,3030,BUFFERING_ERROR
2026-01-02 00:45:00,s1485,u2334,Ivory Coast,Mobile,Kids Show,1,61,0.61,0.2,3523,3452,
2026-01-02 00:46:00,s1486,u1297,Ivory Coast,Android TV,Sport Live,1,27,0.44,0.37,1672,3520,
2026-01-02 00:47:00,s1487,u226,France,Android TV,Movie C,1,65,1.43,0.11,2735,5763,CDN_ERROR
2026-01-02 00:48:00,s1488,u249,Ivory Coast,Smart TV,Kids Show,1,35,0.52,0.14,3733,5761,
2026-01-02 00:49:00,s1489,u807,Ivory Coast,Mobile,Kids Show,1,65,0.45,0.27,1993,5264,
2026-01-02 00:50:00,s1490,u882,France,Web,Kids Show,1,17,0.24,0.51,1385,3922,AUTH_ERROR
2026-01-02 00:51:00,s1491,u22,France,iOS,Series A,1,65,1.44,0.13,7677,5226,STARTUP_TIMEOUT
2026-01-02 00:52:00,s1492,u2376,Morocco,Mobile,Movie C,1,29,0.49,0.06,6558,4894,BUFFERING_ERROR
2026-01-02 00:53:00,s1493,u258,Morocco,iOS,Movie C,1,48,1.12,0.27,699,2312,STARTUP_TIMEOUT
2026-01-02 00:54:00,s1494,u1158,Morocco,Web,Documentary D,1,15,0.77,0.49,5293,4010,BUFFERING_ERROR
2026-01-02 00:55:00,s1495,u1296,Ivory Coast,Android TV,Documentary D,1,20,0.04,0.44,4466,5025,
2026-01-02 00:56:00,s1496,u2018,Tunisia,Mobile,Kids Show,1,3,1.42,0.31,9524,414,
2026-01-02 00:57:00,s1497,u1187,Tunisia,Mobile,Documentary D,1,35,0.04,0.18,2778,5125,
2026-01-02 00:58:00,s1498,u958,Cameroon,Android TV,Movie C,1,62,0.89,0.54,3481,5715,BUFFERING_ERROR
2026-01-02 00:59:00,s1499,u2075,France,Mobile,Documentary D,1,80,1.46,0.14,7126,3928,BUFFERING_ERROR
2026-01-02 01:00:00,s1500,u621,France,STB,Series B,1,59,1.48,0.06,10386,5842,
2026-01-02 01:01:00,s1501,u403,Morocco,Mobile,Series A,1,26,0.7,0.35,7646,4289,CDN_ERROR
2026-01-02 01:02:00,s1502,u1725,Cameroon,Android TV,Series B,1,22,1.25,0.27,10851,5895,
2026-01-02 01:03:00,s1503,u1112,Tunisia,Web,Series A,1,18,0.19,0.25,4385,1977,LOW_BITRATE
2026-01-02 01:04:00,s1504,u735,Tunisia,Smart TV,Movie C,1,54,0.81,0.23,10968,1760,
2026-01-02 01:05:00,s1505,u1612,Morocco,iOS,Series B,1,11,0.24,0.38,4293,1788,LOW_BITRATE
2026-01-02 01:06:00,s1506,u739,France,Mobile,Documentary D,1,44,0.9,0.42,9066,3321,CDN_ERROR
2026-01-02 01:07:00,s1507,u22,Morocco,Mobile,Documentary D,1,84,0.67,0.11,9457,5043,STARTUP_TIMEOUT
2026-01-02 01:08:00,s1508,u1788,Cameroon,Smart TV,Series B,1,63,0.82,0.19,10871,4033,LOW_BITRATE
2026-01-02 01:09:00,s1509,u1386,Tunisia,Web,Kids Show,1,64,0.51,0.44,10830,4340,
2026-01-02 01:10:00,s1510,u940,Morocco,Smart TV,Series B,1,69,0.52,0.27,10138,4419,
2026-01-02 01:11:00,s1511,u229,Ivory Coast,STB,Documentary D,1,72,0.49,0.04,8702,4244,STARTUP_TIMEOUT
2026-01-02 01:12:00,s1512,u385,Senegal,Smart TV,Documentary D,1,63,0.65,0.01,7196,1514,AUTH_ERROR
2026-01-02 01:13:00,s1513,u765,Tunisia,Web,Documentary D,1,22,0.45,0.19,10969,3711,STARTUP_TIMEOUT
2026-01-02 01:14:00,s1514,u1722,Tunisia,STB,Kids Show,1,83,0.53,0.38,11868,5722,
2026-01-02 01:15:00,s1515,u396,Senegal,Smart TV,Series B,1,8,0.22,0.34,717,2467,CDN_ERROR
2026-01-02 01:16:00,s1516,u23,Cameroon,Web,Series B,1,87,0.72,0.38,6879,4561,STARTUP_TIMEOUT
2026-01-02 01:17:00,s1517,u125,France,Mobile,Series A,1,8,1.4,0.44,3073,1062,
2026-01-02 01:18:00,s1518,u2311,France,Mobile,Series A,1,54,0.91,0.19,9298,617,
2026-01-02 01:19:00,s1519,u1689,Morocco,Android TV,Series B,1,31,0.28,0.06,1267,2219,
2026-01-02 01:20:00,s1520,u1545,Tunisia,Web,Kids Show,1,22,1.08,0.36,7646,3144,STARTUP_TIMEOUT
2026-01-02 01:21:00,s1521,u740,Tunisia,Android TV,Series B,1,75,0.05,0.46,5708,4342,
2026-01-02 01:22:00,s1522,u97,Tunisia,Mobile,Sport Live,1,57,1.37,0.35,3795,1431,
2026-01-02 01:23:00,s1523,u1410,Senegal,iOS,Series A,1,19,0.28,0.34,3841,3944,LOW_BITRATE
2026-01-02 01:24:00,s1524,u1542,Senegal,iOS,Kids Show,1,26,0.87,0.28,9092,3888,
2026-01-02 01:25:00,s1525,u373,France,Web,Sport Live,1,50,0.19,0.16,9932,4052,AUTH_ERROR
2026-01-02 01:26:00,s1526,u1753,Ivory Coast,Mobile,Movie C,1,21,0.11,0.36,1627,2303,
2026-01-02 01:27:00,s1527,u1453,Ivory Coast,Web,Series B,1,63,1.21,0.26,3186,1584,STARTUP_TIMEOUT
2026-01-02 01:28:00,s1528,u2257,Ivory Coast,Android TV,Movie C,1,27,1.2,0.31,10667,2023,STARTUP_TIMEOUT
2026-01-02 01:29:00,s1529,u925,Ivory Coast,Mobile,Sport Live,1,51,0.65,0.46,9200,1762,AUTH_ERROR
2026-01-02 01:30:00,s1530,u621,Ivory Coast,iOS,Sport Live,1,3,0.44,0.46,3179,3898,BUFFERING_ERROR
2026-01-02 01:31:00,s1531,u1584,Cameroon,iOS,Movie C,1,11,0.04,0.06,7362,4900,CDN_ERROR
2026-01-02 01:32:00,s1532,u500,Senegal,STB,Series A,1,45,1.5,0.01,775,4994,LOW_BITRATE
2026-01-02 01:33:00,s1533,u759,Senegal,Mobile,Sport Live,1,77,0.71,0.12,1698,5692,
2026-01-02 01:34:00,s1534,u1234,Cameroon,iOS,Movie C,1,44,0.69,0.26,7042,3661,BUFFERING_ERROR
2026-01-02 01:35:00,s1535,u378,Tunisia,Web,Documentary D,1,34,1.08,0.15,8958,1813,BUFFERING_ERROR
2026-01-02 01:36:00,s1536,u2330,Ivory Coast,Web,Documentary D,1,68,0.66,0.18,10930,687,BUFFERING_ERROR
2026-01-02 01:37:00,s1537,u814,Ivory Coast,Web,Series A,1,22,0.41,0.19,5019,4410,
2026-01-02 01:38:00,s1538,u635,Tunisia,Android TV,Sport Live,1,67,0.4,0.44,1589,824,LOW_BITRATE
2026-01-02 01:39:00,s1539,u2022,Ivory Coast,Mobile,Kids Show,1,21,1.18,0.53,11212,4343,BUFFERING_ERROR
2026-01-02 01:40:00,s1540,u2477,Cameroon,STB,Kids Show,1,36,0.6,0.54,3774,547,
2026-01-02 01:41:00,s1541,u1650,Senegal,Mobile,Sport Live,1,66,0.85,0.13,6635,1392,
2026-01-02 01:42:00,s1542,u262,Tunisia,Smart TV,Movie C,1,16,0.04,0.48,10456,3953,
2026-01-02 01:43:00,s1543,u860,Cameroon,iOS,Movie C,1,31,1.09,0.45,1062,2101,AUTH_ERROR
2026-01-02 01:44:00,s1544,u2021,France,iOS,Sport Live,1,87,1.34,0.2,6054,2239,STARTUP_TIMEOUT
2026-01-02 01:45:00,s1545,u1140,Cameroon,STB,Sport Live,1,18,0.54,0.21,5271,5348,
2026-01-02 01:46:00,s1546,u564,Morocco,Smart TV,Kids Show,1,86,1.36,0.02,5222,1150,
2026-01-02 01:47:00,s1547,u1586,France,Android TV,Series A,1,58,1.19,0.05,9530,2791,STARTUP_TIMEOUT
2026-01-02 01:48:00,s1548,u2181,Morocco,Web,Series B,1,51,0.73,0.54,10179,1045,BUFFERING_ERROR
2026-01-02 01:49:00,s1549,u2060,Senegal,Android TV,Series A,1,88,0.25,0.37,11454,2881,
2026-01-02 01:50:00,s1550,u1225,Cameroon,Smart TV,Sport Live,1,3,1.44,0.39,5386,1216,BUFFERING_ERROR
2026-01-02 01:51:00,s1551,u1873,Tunisia,Smart TV,Movie C,1,29,0.05,0.07,2108,1448,LOW_BITRATE
2026-01-02 01:52:00,s1552,u2035,Morocco,STB,Documentary D,1,71,1.28,0.21,3472,4000,
2026-01-02 01:53:00,s1553,u724,Ivory Coast,Web,Series B,1,21,0.04,0.05,10169,2508,AUTH_ERROR
2026-01-02 01:54:00,s1554,u262,Cameroon,iOS,Sport Live,1,16,0.41,0.45,4850,5360,
2026-01-02 01:55:00,s1555,u1765,Ivory Coast,Mobile,Documentary D,1,29,0.58,0.31,10799,5344,AUTH_ERROR
2026-01-02 01:56:00,s1556,u1719,Morocco,Android TV,Series B,1,62,0.23,0.14,10844,2709,BUFFERING_ERROR
2026-01-02 01:57:00,s1557,u569,Senegal,STB,Series B,1,28,1.26,0.44,3002,5940,LOW_BITRATE
2026-01-02 01:58:00,s1558,u2224,Cameroon,Mobile,Movie C,1,53,0.76,0.42,6222,4342,LOW_BITRATE
2026-01-02 01:59:00,s1559,u111,Morocco,Android TV,Sport Live,1,73,1.2,0.13,1513,1007,
2026-01-02 02:00:00,s1560,u387,France,Smart TV,Series A,1,86,1.16,0.11,2481,1089,
2026-01-02 02:01:00,s1561,u2389,Cameroon,Mobile,Kids Show,1,42,1.47,0.07,585,5852,
2026-01-02 02:02:00,s1562,u543,Tunisia,STB,Series A,1,34,0.73,0.26,1516,996,LOW_BITRATE
2026-01-02 02:03:00,s1563,u1450,France,Android TV,Series A,1,1,0.51,0.22,11486,4474,
2026-01-02 02:04:00,s1564,u1446,France,iOS,Kids Show,1,19,1.0,0.42,9335,4907,
2026-01-02 02:05:00,s1565,u1745,Cameroon,Smart TV,Movie C,1,90,0.07,0.32,7209,1538,
2026-01-02 02:06:00,s1566,u292,Morocco,Mobile,Series A,1,49,0.63,0.32,8524,1913,
2026-01-02 02:07:00,s1567,u1498,Ivory Coast,Smart TV,Movie C,1,14,1.36,0.12,5182,2754,AUTH_ERROR
2026-01-02 02:08:00,s1568,u1617,Cameroon,iOS,Series A,1,87,0.17,0.08,6013,2913,LOW_BITRATE
2026-01-02 02:09:00,s1569,u2123,Morocco,Mobile,Series B,1,90,1.45,0.55,2811,1284,STARTUP_TIMEOUT
2026-01-02 02:10:00,s1570,u910,Cameroon,Web,Movie C,1,33,0.77,0.37,3599,2811,
2026-01-02 02:11:00,s1571,u922,Morocco,iOS,Series A,1,29,0.13,0.04,6817,1597,CDN_ERROR
2026-01-02 02:12:00,s1572,u1283,Ivory Coast,iOS,Documentary D,1,27,0.67,0.12,7369,5376,
2026-01-02 02:13:00,s1573,u752,France,Android TV,Sport Live,1,34,0.02,0.38,7843,5345,AUTH_ERROR
2026-01-02 02:14:00,s1574,u1718,Morocco,STB,Series B,1,76,1.06,0.17,11884,4326,CDN_ERROR
2026-01-02 02:15:00,s1575,u1549,France,iOS,Kids Show,1,62,0.31,0.08,4248,3839,LOW_BITRATE
2026-01-02 02:16:00,s1576,u2323,Morocco,Smart TV,Sport Live,1,1,1.4,0.08,3468,5336,
2026-01-02 02:17:00,s1577,u1057,Tunisia,STB,Movie C,1,44,0.14,0.37,6627,4608,LOW_BITRATE
2026-01-02 02:18:00,s1578,u1513,Ivory Coast,Mobile,Series B,1,23,0.86,0.19,11274,5926,
2026-01-02 02:19:00,s1579,u1510,France,iOS,Series B,1,25,0.17,0.05,1432,1641,BUFFERING_ERROR
2026-01-02 02:20:00,s1580,u1515,Ivory Coast,Mobile,Series B,1,62,1.09,0.12,4113,4229,AUTH_ERROR
2026-01-02 02:21:00,s1581,u608,Ivory Coast,Web,Sport Live,1,71,0.31,0.3,3243,4728,CDN_ERROR
2026-01-02 02:22:00,s1582,u1473,Morocco,iOS,Sport Live,1,11,1.14,0.25,8125,5575,
2026-01-02 02:23:00,s1583,u176,Morocco,Smart TV,Kids Show,1,25,1.06,0.42,629,3321,STARTUP_TIMEOUT
2026-01-02 02:24:00,s1584,u2195,Morocco,STB,Kids Show,1,80,1.19,0.37,6785,4272,
2026-01-02 02:25:00,s1585,u1453,Cameroon,Android TV,Series A,1,20,1.37,0.35,8302,3893,STARTUP_TIMEOUT
2026-01-02 02:26:00,s1586,u839,Morocco,STB,Series B,1,63,1.34,0.26,10322,1736,CDN_ERROR
2026-01-02 02:27:00,s1587,u1725,Tunisia,Web,Documentary D,1,1,1.11,0.39,1632,3210,BUFFERING_ERROR
2026-01-02 02:28:00,s1588,u740,Morocco,Smart TV,Series B,1,90,1.08,0.41,10686,557,
2026-01-02 02:29:00,s1589,u443,Tunisia,Android TV,Series A,1,29,1.38,0.3,11210,1888,
2026-01-02 02:30:00,s1590,u1788,Cameroon,STB,Kids Show,1,10,1.21,0.05,2488,2339,BUFFERING_ERROR
2026-01-02 02:31:00,s1591,u308,Cameroon,Smart TV,Sport Live,1,90,0.65,0.47,3506,475,AUTH_ERROR
2026-01-02 02:32:00,s1592,u2380,Tunisia,Android TV,Movie C,1,89,1.36,0.35,11620,2486,
2026-01-02 02:33:00,s1593,u366,Tunisia,iOS,Movie C,1,49,0.5,0.25,2536,5209,STARTUP_TIMEOUT
2026-01-02 02:34:00,s1594,u2117,Senegal,STB,Movie C,1,57,0.77,0.11,5409,3098,
2026-01-02 02:35:00,s1595,u2462,Ivory Coast,STB,Kids Show,1,69,0.48,0.16,1572,4141,
2026-01-02 02:36:00,s1596,u217,France,Smart TV,Documentary D,1,35,0.64,0.31,11868,973,LOW_BITRATE
2026-01-02 02:37:00,s1597,u660,Morocco,STB,Kids Show,1,41,0.34,0.35,6648,5782,AUTH_ERROR
2026-01-02 02:38:00,s1598,u2224,France,Mobile,Series B,1,85,0.47,0.19,6460,5283,
2026-01-02 02:39:00,s1599,u1261,France,iOS,Kids Show,1,62,1.39,0.42,2217,757,BUFFERING_ERROR
2026-01-02 02:40:00,s1600,u254,Tunisia,Smart TV,Series A,1,33,0.33,0.2,7253,5708,STARTUP_TIMEOUT
2026-01-02 02:41:00,s1601,u1472,Morocco,Smart TV,Kids Show,1,81,1.18,0.47,5303,1418,LOW_BITRATE
2026-01-02 02:42:00,s1602,u580,Morocco,STB,Sport Live,1,7,0.36,0.45,11389,1934,AUTH_ERROR
2026-01-02 02:43:00,s1603,u155,Morocco,Android TV,Series A,1,31,0.45,0.5,5860,5211,
2026-01-02 02:44:00,s1604,u2107,Tunisia,STB,Movie C,1,63,0.56,0.38,10207,5937,AUTH_ERROR
2026-01-02 02:45:00,s1605,u2073,Cameroon,iOS,Kids Show,1,86,1.21,0.16,11537,4387,
2026-01-02 02:46:00,s1606,u1925,Cameroon,iOS,Sport Live,1,19,1.39,0.12,6696,2426,STARTUP_TIMEOUT
2026-01-02 02:47:00,s1607,u1145,Senegal,Mobile,Movie C,1,73,0.61,0.14,11699,2424,BUFFERING_ERROR
2026-01-02 02:48:00,s1608,u951,France,STB,Documentary D,1,51,1.24,0.29,2201,5011,
2026-01-02 02:49:00,s1609,u348,France,STB,Kids Show,1,85,1.03,0.14,10407,1249,STARTUP_TIMEOUT
2026-01-02 02:50:00,s1610,u701,Cameroon,Web,Series A,1,83,0.39,0.39,9325,3248,AUTH_ERROR
2026-01-02 02:51:00,s1611,u616,Senegal,Mobile,Series A,1,90,0.3,0.32,7947,1963,LOW_BITRATE
2026-01-02 02:52:00,s1612,u1696,Senegal,Web,Documentary D,1,36,0.24,0.37,10186,699,
2026-01-02 02:53:00,s1613,u2414,Senegal,iOS,Sport Live,1,83,0.8,0.1,10894,4611,
2026-01-02 02:54:00,s1614,u550,Morocco,STB,Documentary D,1,50,1.06,0.43,4545,1963,
2026-01-02 02:55:00,s1615,u1748,Tunisia,Smart TV,Kids Show,1,84,0.18,0.47,6503,5414,
2026-01-02 02:56:00,s1616,u166,France,Smart TV,Movie C,1,10,0.59,0.35,1993,4831,
2026-01-02 02:57:00,s1617,u350,Morocco,Mobile,Movie C,1,13,0.1,0.49,7471,1637,LOW_BITRATE
2026-01-02 02:58:00,s1618,u1960,Morocco,Web,Sport Live,1,26,0.23,0.21,4784,1615,AUTH_ERROR
2026-01-02 02:59:00,s1619,u618,Morocco,Web,Kids Show,1,8,0.31,0.33,5172,710,BUFFERING_ERROR
2026-01-02 03:00:00,s1620,u642,France,iOS,Movie C,1,1,1.04,0.26,3755,966,CDN_ERROR
2026-01-02 03:01:00,s1621,u610,France,iOS,Movie C,1,19,0.62,0.25,9323,4922,STARTUP_TIMEOUT
2026-01-02 03:02:00,s1622,u2056,Cameroon,iOS,Sport Live,1,77,1.13,0.53,2305,2732,AUTH_ERROR
2026-01-02 03:03:00,s1623,u1676,Morocco,STB,Movie C,1,88,0.5,0.11,6486,5927,BUFFERING_ERROR
2026-01-02 03:04:00,s1624,u1817,France,iOS,Movie C,1,23,1.46,0.44,8281,1191,LOW_BITRATE
2026-01-02 03:05:00,s1625,u568,France,Mobile,Series B,1,49,1.36,0.13,830,1051,BUFFERING_ERROR
2026-01-02 03:06:00,s1626,u2360,Morocco,STB,Series A,1,49,1.13,0.53,10030,5076,
2026-01-02 03:07:00,s1627,u1866,Morocco,Smart TV,Movie C,1,17,1.46,0.25,8274,2092,AUTH_ERROR
2026-01-02 03:08:00,s1628,u1839,Ivory Coast,STB,Movie C,1,55,1.05,0.22,4175,3235,BUFFERING_ERROR
2026-01-02 03:09:00,s1629,u1615,Tunisia,Mobile,Kids Show,1,11,0.94,0.46,11750,2527,
2026-01-02 03:10:00,s1630,u1845,Morocco,Web,Series A,1,57,0.29,0.07,2583,5363,STARTUP_TIMEOUT
2026-01-02 03:11:00,s1631,u564,Morocco,Smart TV,Sport Live,1,55,0.68,0.32,9299,4290,STARTUP_TIMEOUT
2026-01-02 03:12:00,s1632,u1827,Morocco,Web,Series A,1,12,0.5,0.22,5247,2725,AUTH_ERROR
2026-01-02 03:13:00,s1633,u1200,Cameroon,STB,Documentary D,1,71,1.38,0.28,947,4208,AUTH_ERROR
2026-01-02 03:14:00,s1634,u2239,Tunisia,iOS,Series A,1,34,0.76,0.34,6720,4339,
2026-01-02 03:15:00,s1635,u257,France,Smart TV,Kids Show,1,57,0.74,0.44,8983,4852,AUTH_ERROR
2026-01-02 03:16:00,s1636,u68,Ivory Coast,STB,Movie C,1,14,0.19,0.13,11182,4674,BUFFERING_ERROR
2026-01-02 03:17:00,s1637,u1766,Tunisia,Mobile,Sport Live,1,65,0.37,0.3,10339,5282,STARTUP_TIMEOUT
2026-01-02 03:18:00,s1638,u214,France,Smart TV,Sport Live,1,69,0.39,0.26,1110,5586,CDN_ERROR
2026-01-02 03:19:00,s1639,u765,Morocco,Android TV,Documentary D,1,21,0.45,0.14,10175,3037,
2026-01-02 03:20:00,s1640,u137,Tunisia,Android TV,Kids Show,1,34,0.6,0.1,9308,5197,BUFFERING_ERROR
2026-01-02 03:21:00,s1641,u313,Cameroon,Web,Kids Show,1,68,0.89,0.13,1500,3774,BUFFERING_ERROR
2026-01-02 03:22:00,s1642,u1768,France,Mobile,Series B,1,87,1.15,0.05,11455,2173,STARTUP_TIMEOUT
2026-01-02 03:23:00,s1643,u447,Senegal,Android TV,Movie C,1,86,0.02,0.15,9213,1114,
2026-01-02 03:24:00,s1644,u1547,Morocco,Mobile,Kids Show,1,56,1.34,0.18,10879,5216,
2026-01-02 03:25:00,s1645,u40,Ivory Coast,Mobile,Documentary D,1,70,1.28,0.38,7372,567,
2026-01-02 03:26:00,s1646,u878,Morocco,STB,Sport Live,1,49,1.27,0.14,4892,1618,
2026-01-02 03:27:00,s1647,u2129,Morocco,STB,Kids Show,1,33,1.13,0.49,3617,3109,STARTUP_TIMEOUT
2026-01-02 03:28:00,s1648,u520,Senegal,Mobile,Movie C,1,42,1.29,0.1,2547,4918,LOW_BITRATE
2026-01-02 03:29:00,s1649,u1466,Senegal,Web,Series A,1,56,0.21,0.48,7248,5309,
2026-01-02 03:30:00,s1650,u1646,Ivory Coast,iOS,Series A,1,52,0.17,0.07,2016,2272,
2026-01-02 03:31:00,s1651,u471,Cameroon,Android TV,Documentary D,1,11,0.8,0.26,11202,3607,
2026-01-02 03:32:00,s1652,u42,Cameroon,STB,Series B,1,66,0.15,0.34,4881,2245,LOW_BITRATE
2026-01-02 03:33:00,s1653,u2028,Morocco,Android TV,Sport Live,1,35,1.42,0.54,1349,5916,AUTH_ERROR
2026-01-02 03:34:00,s1654,u2001,Cameroon,Smart TV,Kids Show,1,76,1.42,0.49,8191,574,
2026-01-02 03:35:00,s1655,u1190,Cameroon,Android TV,Documentary D,1,75,1.33,0.42,9398,3947,STARTUP_TIMEOUT
