timestamp,latency,bitrate,status
3588,981,1619,200
3589,654,4601,500
3590,326,4811,500
3591,195,4917,200
3592,759,4533,500
3593,500,1361,200
3594,466,2353,200
3595,457,4718,500
3596,590,4887,200
3597,322,1480,200
3598,766,3167,200
3599,108,4423,500
3600,645,1026,500
3601,789,4245,200
3602,650,4136,500
3603,82,3457,200
3604,956,1461,200
3605,891,4960,200
3606,190,4239,200
3607,418,1722,200
3608,559,3654,500
3609,740,4907,200
3610,120,2364,500
3611,335,4189,200
3612,574,4775,200
3613,552,3596,200
3614,900,1501,200
3615,75,1966,200
3616,149,2410,500
3617,593,3297,500
3618,468,4765,500
3619,332,2054,500
3620,964,3414,200
3621,357,2321,200
3622,506,3113,200
3623,707,1286,500
3624,868,1417,200
3625,50,4529,200
3626,52,4119,500
3627,513,1639,200
3628,717,4854,200
3629,983,3407,200
3630,325,3585,200
3631,208,1937,200
3632,586,1332,200
3633,178,2264,200
3634,591,2968,200
3635,928,3858,200
3636,373,3488,500
3637,234,1094,200
3638,91,1658,200
3639,542,1343,200
3640,640,1530,500
3641,336,1992,500
3642,220,2874,500
3643,909,2015,200
3644,530,2425,200
3645,585,3133,500
3646,314,3745,200
3647,142,3338,200
3648,330,2397,200
3649,961,4130,200
3650,643,1967,500
3651,707,4786,200
3652,531,3499,200
3653,177,3206,200
3654,215,4219,200
3655,585,2813,200
3656,505,4547,500
3657,644,4941,200
3658,846,3188,200
3659,68,1305,200
3660,719,1355,500
3661,850,2112,500
3662,899,1700,200
3663,272,1487,200
3664,600,2457,200
3665,334,1908,200
3666,738,1026,200
3667,176,4823,200
3668,262,2338,200
3669,674,2030,200
3670,886,1741,200
3671,356,1832,200
3672,314,4036,200
3673,980,1291,200
3674,270,1996,200
3675,625,2357,200
3676,463,1455,200
3677,361,3401,200
3678,832,3894,200
3679,952,4529,200
3680,745,4695,500
3681,453,1578,500
3682,69,1853,200
3683,993,3250,200
3684,320,1778,200
3685,966,4751,200
3686,673,1382,200
3687,606,3035,200
3688,392,4386,200
3689,145,2988,200
3690,658,4082,200
3691,937,2480,200
3692,121,1760,200
3693,361,2006,200
3694,590,4748,200
3695,93,1865,200
3696,121,1459,200
3697,211,2613,200
3698,863,4775,200
3699,325,2119,200
3700,794,2977,500
3701,859,2552,200
3702,422,3049,200
3703,704,1367,200
3704,330,4863,200
3705,387,3362,200
3706,260,3246,200
3707,406,1819,200
3708,305,3380,200
3709,776,4232,200
3710,562,2237,200
3711,455,1319,200
3712,810,2323,200
3713,719,2702,200
3714,400,1400,200
3715,806,2528,500
3716,314,2739,200
3717,483,3139,200
3718,876,3130,500
3719,943,1184,200
3720,101,4989,500
3721,396,2780,200
3722,530,1592,200
3723,103,1066,200
3724,385,2760,200
3725,95,2402,200
3726,552,2402,200
3727,373,2119,500
3728,200,3768,200
3729,739,1181,200
3730,693,3067,200
3731,372,2518,200
3732,642,2387,500
3733,892,2381,200
3734,646,3198,500
3735,264,1965,500
3736,957,2546,500
3737,683,1968,500
3738,342,3164,200
3739,698,4861,500
3740,351,3454,200
3741,440,3390,500
3742,154,2479,500
3743,408,4171,200
3744,580,4362,200
3745,78,2043,500
3746,775,4452,500
3747,754,1846,200
3748,655,1431,200
3749,144,3349,200
3750,97,2480,500
3751,999,3995,200
3752,780,1787,200
3753,312,3959,200
3754,855,2552,200
3755,157,3382,200
3756,430,3140,500
3757,426,1805,200
3758,329,3165,200
3759,196,1020,200
3760,103,4802,500
3761,715,2085,500
3762,343,1099,200
3763,733,2291,200
3764,640,4456,200
3765,272,4149,200
3766,843,1767,200
3767,359,1138,200
3768,197,3785,200
3769,700,1190,200
3770,837,4107,500
3771,549,3335,500
3772,974,3849,500
3773,375,4763,200
3774,506,2418,500
3775,555,4893,200
3776,329,3450,200
3777,276,1796,200
3778,94,3605,500
3779,905,2900,200
3780,896,2736,200
3781,768,4829,200
3782,237,4596,200
3783,575,4728,200
3784,116,1429,500
3785,575,3369,200
3786,51,1876,200
3787,950,4921,200
3788,258,2503,200
3789,295,1236,200
3790,636,1518,200
3791,495,4358,200
3792,634,2749,200
3793,499,1841,200
3794,184,4079,200
3795,488,3750,200
3796,929,3398,200
3797,916,4128,200
3798,132,3070,500
3799,327,4966,200
3800,504,4684,200
3801,59,4403,500
3802,115,3868,200
3803,428,1109,200
3804,339,2990,200
3805,478,2406,200
3806,308,4283,200
3807,171,4382,200
3808,71,3685,200
3809,776,1907,200
3810,658,2190,200
3811,545,4854,200
3812,486,3353,200
3813,917,1985,200
3814,78,2442,200
3815,881,4550,200
3816,700,3959,500
3817,650,4055,200
3818,608,1620,500
3819,278,1021,200
3820,233,4468,200
3821,180,2043,500
3822,180,2056,200
3823,187,2235,200
3824,617,3169,200
3825,870,4417,500
3826,410,1304,500
3827,869,4762,200
3828,570,2223,200
3829,474,4658,500
3830,236,1385,200
3831,531,4936,500
3832,892,4077,200
3833,452,1991,200
3834,595,2205,200
3835,181,2441,500
3836,838,2532,500
3837,466,4321,200
3838,169,3479,200
3839,169,1200,200
3840,597,2510,200
3841,108,3972,200
3842,373,2643,200
3843,921,3295,200
3844,680,2381,200
3845,126,1919,200
3846,118,2341,500
3847,215,3031,500
3848,621,3656,200
3849,887,3051,500
3850,605,4140,200
3851,201,4839,200
3852,978,2947,200
3853,546,3533,500
3854,931,3015,500
3855,179,3563,200
3856,248,4858,200
3857,893,3161,200
3858,459,1571,200
3859,203,4636,200
3860,424,3903,200
3861,563,2414,200
3862,848,2215,200
3863,166,3195,500
3864,504,4256,200
3865,684,2427,500
3866,466,4963,200
3867,546,1543,200
3868,403,1546,500
3869,770,1221,200
3870,236,4129,200
3871,63,2371,200
3872,194,3747,200
3873,278,2058,200
3874,732,1960,200
3875,151,3446,500
3876,708,4946,200
3877,719,3942,200
3878,722,1522,500
3879,434,1257,200
3880,379,3867,200
3881,210,4934,500
3882,871,4888,200
3883,626,3083,200
3884,992,3239,500
3885,628,3961,500
3886,976,2833,500
3887,808,2714,200
3888,648,4820,200
3889,350,1415,200
3890,143,4523,200
3891,824,4135,200
3892,705,2724,200
3893,254,1498,200
3894,400,3191,200
3895,378,2480,200
3896,855,2415,200
3897,877,2855,200
3898,261,3459,500
3899,423,3868,200
3900,288,3218,500
3901,552,4583,500
3902,678,2611,200
3903,451,3577,200
3904,765,2608,200
3905,887,2230,200
3906,899,3246,500
3907,817,3600,500
3908,795,3805,500
3909,54,1952,200
3910,992,4653,500
3911,277,2146,200
3912,787,2712,500
3913,708,3740,200
3914,184,3351,200
3915,569,4625,500
3916,621,1851,200
3917,403,3056,200
3918,262,2458,200
3919,864,3469,200
3920,692,2411,500
3921,683,2664,500
3922,320,4151,200
3923,586,4625,200
3924,861,3153,500
3925,443,4526,200
3926,453,1473,200
3927,859,3001,500
3928,464,3268,200
3929,645,2829,200
3930,640,3578,200
3931,870,4895,200
3932,151,3173,200
3933,608,2236,200
3934,722,3084,200
3935,674,2394,200
3936,468,4558,200
3937,839,1353,200
3938,959,1427,200
3939,779,1068,500
3940,561,4699,200
3941,526,4731,200
3942,174,1814,500
3943,474,4138,200
3944,879,4612,200
3945,668,3833,200
3946,100,4992,500
3947,116,1889,200
3948,837,4067,200
3949,942,1161,200
3950,751,4184,500
3951,563,3521,500
3952,856,4267,500
3953,217,1543,500
3954,783,2429,200
3955,811,4535,200
3956,733,2709,500
3957,203,1377,500
3958,641,4815,200
3959,253,2406,200
3960,550,2459,200
3961,337,1957,500
3962,635,3431,200
3963,168,2349,200
3964,271,2179,200
3965,721,2134,500
3966,218,3062,500
3967,792,2962,200
3968,415,4496,200
3969,50,2743,500
3970,719,1175,200
3971,215,3158,500
3972,189,2530,200
3973,224,1522,500
3974,625,3226,200
3975,687,1585,500
3976,456,1348,200
3977,253,2060,200
3978,823,3866,200
3979,347,3714,200
3980,333,2103,500
3981,790,2446,200
3982,52,4127,200
3983,893,1655,200
3984,811,4289,200
3985,727,2119,500
3986,759,2270,500
3987,881,1563,500
3988,287,2352,200
3989,513,2357,500
3990,958,3399,200
3991,853,4736,200
3992,569,3390,200
3993,819,2442,200
3994,913,4826,200
3995,739,3401,200
3996,131,3684,500
3997,984,1029,200
3998,769,2606,200
3999,654,1822,200
4000,548,3116,500
4001,673,2403,200
4002,394,1219,200
4003,736,2602,200
4004,434,2868,200
4005,921,1063,200
4006,333,3035,500
4007,498,1896,500
4008,498,4165,500
4009,452,1249,200
4010,208,1981,200
4011,938,4559,200
4012,935,4052,500
4013,624,4432,200
4014,897,1565,200
4015,717,4532,200
4016,437,3769,500
4017,89,1675,200
4018,955,3736,200
4019,485,4555,200
4020,104,3429,200
4021,678,4919,200
4022,81,1997,500
4023,847,1140,200
4024,754,3701,500
4025,671,1385,200
4026,726,4052,200
4027,346,4045,200
4028,733,4110,200
4029,636,3613,200
4030,190,1422,200
4031,993,2488,200
4032,456,1683,200
4033,252,3909,200
4034,246,3518,500
4035,708,4217,500
4036,308,2261,500
4037,600,4900,200
4038,169,4756,500
4039,893,1906,500
4040,540,1112,200
4041,948,4855,200
4042,712,2011,200
4043,491,3153,200
4044,825,2151,200
4045,798,4088,500
4046,804,3413,200
4047,84,3555,200
4048,664,1836,200
4049,281,2133,500
4050,237,1984,500
4051,890,2475,500
4052,120,1306,200
4053,583,1063,500
4054,979,3276,200
4055,316,3482,500
4056,548,2322,200
4057,459,3399,200
4058,593,4354,200
4059,324,4373,500
4060,183,1897,200
4061,847,3522,200
4062,293,3246,200
4063,773,2324,500
4064,796,4020,200
4065,260,1190,200
4066,554,3939,500
4067,791,3067,500
4068,669,1417,500
4069,663,4273,200
4070,481,4506,500
4071,976,3636,200
4072,415,1784,200
4073,799,1520,200
4074,71,3191,200
4075,241,2230,500
4076,770,3975,200
4077,559,4902,200
4078,590,1085,500
4079,201,1747,200
4080,646,4027,200
4081,756,4202,200
4082,50,1467,200
4083,217,3417,200
4084,314,1962,200
4085,559,1685,200
4086,532,3967,200
4087,364,1992,200
4088,796,3851,200
4089,246,1681,200
4090,763,2262,500
4091,200,4538,200
4092,474,1716,200
4093,63,4731,200
4094,139,3407,200
4095,864,2328,200
4096,289,1417,200
4097,756,4835,500
4098,188,3811,500
4099,704,1711,200
4100,605,2226,200
4101,169,1609,200
4102,730,3950,500
4103,565,4050,200
4104,698,2600,200
4105,178,1494,200
4106,894,3914,200
4107,871,1445,200
4108,230,2087,200
4109,717,3640,200
4110,223,2657,200
4111,521,4587,500
4112,347,2202,200
4113,612,2241,500
4114,71,4258,200
4115,73,3070,500
4116,852,3737,200
4117,556,1996,200
4118,521,3337,200
4119,54,3609,200
4120,694,4218,200
4121,339,3790,500
4122,605,4665,200
4123,332,2353,200
4124,785,4924,200
4125,955,3778,200
4126,120,3818,200
4127,781,2530,200
4128,282,2936,200
4129,835,2553,500
4130,873,3531,500
4131,698,3947,200
4132,273,3653,200
4133,945,2775,200
4134,141,3858,200
4135,935,4531,200
4136,438,1034,200
4137,311,1680,500
4138,159,4004,200
4139,732,2021,200
4140,706,1666,500
4141,598,1416,200
4142,673,3361,200
4143,166,2052,200
4144,413,1890,200
4145,536,1289,500
4146,744,1103,200
4147,510,1917,500
4148,745,1202,500
4149,969,4543,200
4150,737,1423,200
4151,566,4032,500
4152,670,1898,500
4153,639,4910,200
4154,375,2181,200
4155,832,3648,200
4156,940,3777,200
4157,225,3214,500
4158,983,2450,500
4159,440,3826,200
4160,910,2264,200
4161,417,3653,500
4162,503,4204,200
4163,499,1123,200
4164,815,2935,200
4165,164,1969,200
4166,339,4961,200
4167,91,3567,200
4168,153,3103,200
4169,519,2398,200
4170,805,3349,200
4171,73,2300,200
4172,765,3048,200
4173,250,2703,200
4174,665,4295,500
4175,73,4814,500
4176,189,4991,500
4177,503,2461,500
4178,662,4098,500
4179,712,3776,200
4180,72,4035,200
4181,667,2929,200
4182,484,1951,200
4183,724,4647,200
4184,142,2065,200
4185,801,1322,200
4186,825,1838,200
4187,90,3415,500
4188,568,1128,200
4189,494,2059,200
4190,202,2449,500
4191,424,2378,200
4192,401,1147,200
4193,158,2388,200
4194,683,4339,200
4195,653,1997,200
4196,767,3194,200
4197,767,2560,200
4198,795,2005,200
4199,229,1276,200
4200,311,3176,200
4201,256,3276,200
4202,761,1077,500
4203,210,2230,200
4204,267,4342,200
4205,620,2384,200
4206,937,4940,500
4207,405,2050,500
4208,424,3286,200
4209,479,4311,200
4210,966,4755,500
4211,940,1115,200
4212,667,1396,200
4213,756,3915,200
4214,699,1290,200
4215,616,1489,200
4216,166,1134,500
4217,174,1043,200
4218,886,3024,200
4219,195,2613,200
4220,469,1875,200
4221,194,1359,200
4222,906,3998,200
4223,493,4760,200
4224,290,1711,200
4225,903,4946,200
4226,855,4200,200
4227,196,3223,200
4228,663,3933,200
4229,954,2723,200
4230,744,1349,200
4231,266,3554,500
4232,594,4814,500
4233,422,2171,500
4234,261,1576,200
4235,780,2929,200
4236,876,4262,200
4237,402,3848,500
4238,389,2429,200
4239,718,2769,200
4240,926,3112,200
4241,743,3530,200
4242,531,2217,200
4243,970,4063,200
4244,506,3548,200
4245,524,1412,500
4246,332,1238,200
4247,421,3752,200
4248,713,2706,500
4249,418,3183,200
4250,618,4599,500
4251,180,2981,200
4252,68,3596,200
4253,624,1296,500
4254,474,2441,200
4255,411,4405,500
4256,106,1200,200
4257,604,2197,500
4258,405,3530,200
4259,887,3167,200
4260,367,2129,500
4261,805,3626,500
4262,105,4561,500
4263,863,2352,200
4264,80,3282,500
4265,524,3628,500
4266,750,2851,200
4267,563,2522,200
4268,727,1874,500
4269,190,2848,200
4270,610,4472,200
4271,815,4422,500
4272,258,3342,500
4273,201,1328,200
4274,204,2667,200
4275,700,1637,200
4276,449,2474,500
4277,735,4817,500
4278,204,2563,200
4279,565,2817,500
4280,149,4649,500
4281,619,4493,200
4282,731,1710,200
4283,95,3768,200
4284,960,4669,500
4285,140,1544,200
4286,472,3416,200
4287,257,2390,200
4288,841,3352,500
4289,426,4076,500
4290,752,4396,200
4291,553,1640,500
4292,403,1210,500
4293,899,2913,200
4294,334,3655,500
4295,289,1181,200
4296,708,1868,200
4297,360,2162,200
4298,798,4353,200
4299,450,3120,200
4300,466,4666,200
4301,957,4784,200
4302,268,3248,200
4303,888,1039,200
4304,224,3093,500
4305,227,1503,200
4306,121,3393,500
4307,567,2620,200
4308,494,1134,200
4309,866,2997,500
4310,175,2398,200
4311,893,4635,500
4312,419,4791,500
4313,168,3508,200
4314,828,3216,200
4315,223,2447,500
4316,292,3669,200
4317,838,4038,200
4318,990,1457,200
4319,474,2423,200
4320,431,3564,200
4321,130,1671,200
4322,495,2033,200
4323,200,1891,500
4324,409,3030,200
4325,708,2896,200
4326,61,3573,200
4327,378,3381,200
4328,174,1201,200
4329,804,1075,500
4330,152,1566,500
4331,65,1643,200
4332,242,3977,200
4333,919,1572,200
4334,567,3962,200
4335,632,4655,200
4336,254,4788,500
4337,363,4281,200
4338,671,2514,500
4339,55,1485,500
4340,525,4102,200
4341,53,4823,200
4342,225,1872,200
4343,742,1428,200
4344,357,2182,200
4345,382,2048,200
4346,639,3929,200
4347,165,1257,200
4348,191,2556,500
4349,660,4172,500
4350,160,3012,200
4351,791,4512,200
4352,389,2461,200
4353,84,2281,200
4354,912,4918,500
4355,918,2377,200
4356,444,3183,200
4357,556,3514,500
4358,342,2833,200
4359,143,3826,200
4360,399,1624,500
4361,104,3844,200
4362,666,1630,200
4363,536,3363,500
4364,325,4343,200
4365,815,1272,200
4366,275,3844,200
4367,506,2327,500
4368,976,2968,200
4369,711,4872,200
4370,260,2846,200
4371,943,1832,200
4372,203,4587,200
4373,271,1839,200
4374,452,2024,500
4375,96,4723,200
4376,929,3031,500
4377,259,1365,200
4378,748,1130,500
4379,647,3305,200
4380,811,2361,200
4381,657,4753,200
4382,824,4877,200
4383,925,2076,200
4384,948,2501,200
4385,514,2033,200
4386,734,3088,500
4387,130,4593,200
4388,681,1882,200
4389,582,2492,500
4390,370,3653,500
4391,493,3182,200
4392,502,3152,200
4393,534,4905,200
4394,492,2884,500
4395,113,3381,500
4396,652,4937,200
4397,346,3798,500
4398,180,2921,500
4399,544,4070,200
4400,796,2103,200
4401,237,4526,500
4402,522,2435,500
4403,627,2361,200
4404,665,1697,200
4405,866,2182,200
4406,128,3374,200
4407,285,3051,200
4408,593,4108,200
4409,978,4889,200
4410,188,3606,200
4411,80,3202,500
4412,848,2558,200
4413,198,4099,500
4414,88,1296,200
4415,801,2554,200
4416,462,4542,200
4417,527,1518,200
4418,171,3497,200
4419,71,3235,200
4420,114,3624,500
4421,334,3044,200
4422,441,4563,500
4423,205,3667,200
4424,57,1455,200
4425,149,4512,200
4426,787,3424,200
4427,302,4741,200
4428,546,1683,200
4429,474,3969,200
4430,916,3820,200
4431,870,1660,500
4432,115,3427,200
4433,772,4682,200
4434,603,1161,200
4435,112,2523,200
4436,462,2922,200
4437,156,4698,200
4438,394,1951,200
4439,287,2797,200
4440,521,2115,200
4441,840,3661,200
4442,424,4398,200
4443,253,3892,500
4444,910,4879,200
4445,50,4650,200
4446,766,3015,500
4447,804,2828,200
4448,578,3563,200
4449,715,4621,500
4450,989,2533,200
4451,193,3285,200
4452,912,4595,200
4453,512,4631,500
4454,50,4624,500
4455,254,1867,200
4456,324,1478,200
4457,114,1464,200
4458,787,1518,200
4459,552,4966,200
4460,681,4539,200
4461,782,3202,200
4462,414,2905,200
4463,251,1102,200
4464,543,1947,200
4465,184,4379,200
4466,909,3776,500
4467,471,2114,200
4468,909,4098,500
4469,811,2334,500
4470,967,3797,500
4471,625,4334,500
4472,707,4962,500
4473,510,1183,200
4474,691,2250,200
4475,804,3987,200
4476,794,1776,200
4477,497,2787,200
4478,736,3332,200
4479,390,2513,200
4480,542,1886,200
4481,318,4456,200
4482,864,3421,200
4483,333,1984,200
4484,263,4576,200
4485,136,3485,200
4486,480,3903,200
4487,345,1108,200
4488,645,2795,500
4489,282,2046,200
4490,274,2483,200
4491,715,4810,500
4492,380,1965,200
4493,337,2392,200
4494,546,4638,200
4495,632,1870,500
4496,704,2325,200
4497,459,2418,500
4498,809,1885,500
4499,878,4636,200
4500,165,2985,200
4501,835,3523,200
4502,551,3632,200
4503,449,3547,200
4504,767,2892,200
4505,107,3775,200
4506,636,2949,200
4507,785,3394,500
4508,155,2504,200
4509,66,1253,500
4510,140,4856,200
4511,83,1609,200
4512,957,2581,200
4513,658,4602,500
4514,123,3372,200
4515,116,2314,200
4516,84,4016,200
4517,140,4239,200
4518,64,3130,200
4519,404,2497,200
4520,509,4623,500
4521,385,2880,500
4522,194,3773,500
4523,540,3980,200
4524,349,3560,200
4525,406,3232,200
4526,844,2317,200
4527,250,1763,200
4528,400,2592,200
4529,217,1645,200
4530,969,2971,200
4531,61,2914,200
4532,189,4558,200
4533,270,3800,200
4534,651,4933,200
4535,322,2173,200
4536,786,4217,200
4537,574,2217,200
4538,625,1401,200
4539,546,3192,200
4540,501,2984,200
4541,965,1613,500
4542,518,3814,200
4543,762,4227,200
4544,760,1077,200
4545,398,3399,200
4546,576,4662,200
4547,569,1454,200
4548,358,4260,200
4549,174,4065,500
4550,420,3663,500
4551,940,1331,200
4552,213,4783,200
4553,377,3100,200
4554,553,1541,500
4555,580,3454,200
4556,270,3816,500
4557,706,3782,500
4558,191,2063,500
4559,305,3606,200
4560,386,2660,500
4561,104,3658,500
4562,400,4894,500
4563,983,3071,500
4564,786,3068,500
4565,626,3185,200
4566,545,4680,500
4567,363,4817,200
4568,511,3033,500
4569,454,1628,200
4570,908,2147,200
4571,908,1731,500
4572,371,1603,500
4573,415,3494,200
4574,709,2787,200
4575,397,2269,200
4576,608,1709,200
4577,547,1348,200
4578,455,3225,200
4579,455,1823,200
4580,732,2353,200
4581,379,1928,200
4582,612,3427,200
4583,750,1506,500
4584,236,1238,200
4585,128,3448,200
4586,356,1315,200
4587,303,4114,200
4588,882,3483,200
4589,837,2565,500
4590,779,1218,200
4591,689,4640,500
4592,893,3699,500
4593,266,2894,200
4594,814,4755,500
4595,541,4949,200
4596,729,3271,500
4597,588,1890,200
4598,170,4090,200
4599,211,1014,200
4600,400,2741,200
4601,892,2353,500
4602,580,2520,200
4603,320,3972,200
4604,247,1895,200
4605,250,4082,200
4606,143,1388,200
4607,791,2682,200
4608,835,2143,200
4609,895,1528,200
4610,474,3855,500
4611,395,2949,500
4612,644,4933,200
4613,372,3141,200
4614,977,3188,200
4615,426,3674,200
4616,516,2322,200
4617,247,4540,200
4618,338,2248,200
4619,761,4436,500
4620,929,3615,500
4621,910,2777,200
4622,962,4190,200
4623,431,3566,200
4624,133,2688,500
4625,773,1801,500
4626,959,4697,200
4627,560,3398,200
4628,128,1092,200
4629,119,1032,200
4630,77,4622,200
4631,408,1078,500
4632,632,2632,200
4633,777,1401,200
4634,799,3587,200
4635,608,1858,500
4636,761,3197,200
4637,915,1429,200
4638,810,2999,200
4639,71,1028,200
4640,119,4122,200
4641,168,1495,200
4642,837,1102,500
4643,903,3491,200
4644,752,1492,200
4645,385,1296,200
4646,54,4874,200
4647,234,1581,500
4648,901,4287,500
4649,193,4423,500
4650,661,4215,500
4651,393,2869,500
4652,285,2417,200
4653,477,1727,200
4654,774,2197,200
4655,590,1013,200
4656,839,3316,200
4657,64,2807,200
4658,364,1898,200
4659,985,2173,200
4660,177,2022,200
4661,379,3898,200
4662,463,1533,200
4663,235,1889,200
4664,640,4059,500
4665,277,1035,200
4666,590,1037,200
4667,943,4067,500
4668,648,3099,200
4669,361,2414,200
4670,233,3739,500
4671,988,4397,500
4672,331,2755,200
4673,546,2580,200
4674,451,4246,500
4675,412,2381,200
4676,752,3390,500
4677,869,3799,200
4678,765,3267,500
4679,244,2267,200
4680,701,2596,500
4681,809,1490,200
4682,807,2692,200
4683,238,1655,500
4684,993,3347,200
4685,572,2123,500
4686,443,2947,200
4687,957,1098,200
4688,602,2284,200
4689,434,1032,200
4690,983,3547,200
4691,440,3992,200
4692,720,2063,200
4693,446,1912,200
4694,132,2182,200
4695,911,3535,500
4696,141,4974,200
4697,714,3807,500
4698,738,4979,200
4699,177,3034,200
4700,574,2251,200
4701,988,3913,500
4702,182,4845,200
4703,769,1018,200
4704,240,2934,500
4705,498,1625,500
4706,792,4031,200
4707,83,1923,200
4708,628,3875,200
4709,85,2964,500
4710,357,4057,200
4711,553,4935,200
4712,214,4231,200
4713,510,1585,200
4714,801,4501,200
4715,906,3344,200
4716,496,2476,500
4717,908,4020,200
4718,175,3214,200
4719,198,1208,200
4720,909,2656,500
4721,320,4417,200
4722,77,4990,200
4723,600,2297,500
4724,271,1178,200
4725,284,4644,500
4726,863,2095,200
4727,135,3467,200
4728,856,4707,200
4729,220,2559,200
4730,458,1456,500
4731,87,3195,500
4732,395,4329,200
4733,633,3006,200
4734,878,1939,200
4735,935,4942,200
4736,895,4034,200
4737,109,2773,200
4738,67,4865,500
4739,680,4632,200
4740,417,1988,500
4741,503,1990,200
4742,368,2462,200
4743,631,3546,200
4744,401,2014,200
4745,275,3056,200
4746,401,2910,200
4747,776,4364,200
4748,318,2996,500
4749,575,2374,200
4750,826,2621,200
4751,384,4689,500
4752,966,2056,200
4753,967,3467,200
4754,233,1434,200
4755,277,4682,200
4756,645,4934,200
4757,668,1693,200
4758,209,1646,200
4759,840,4946,200
4760,459,2390,200
4761,330,4184,200
4762,523,1491,200
4763,363,1041,200
4764,476,3206,200
4765,768,4185,200
4766,342,4640,200
4767,540,2330,200
4768,689,3425,200
4769,608,3458,200
4770,624,3424,500
4771,902,1642,200
4772,639,4884,200
4773,760,2299,200
4774,452,1198,500
4775,328,1153,200
4776,430,1230,200
4777,985,4579,200
4778,493,3725,200
4779,820,3818,200
4780,117,3973,200
4781,400,2659,500
4782,207,3233,200
4783,763,2196,200
4784,136,3635,200
4785,146,2491,200
4786,583,2438,200
4787,688,2138,200
4788,938,1757,500
4789,939,1409,500
4790,466,1787,200
4791,869,4528,200
4792,138,1611,200
4793,442,1632,200
4794,926,3471,200
4795,262,3794,500
4796,179,2770,200
4797,902,3221,200
4798,116,4495,200
4799,440,4987,200
4800,260,2766,200
4801,110,1752,200
4802,883,1635,500
4803,297,2544,500
4804,811,3450,200
4805,769,4422,200
4806,906,1442,200
4807,290,1754,500
4808,361,1692,200
4809,247,2135,200
4810,968,3314,200
4811,272,3717,500
4812,550,4884,200
4813,171,3799,200
4814,438,4534,200
4815,842,4107,500
4816,542,2931,200
4817,74,3647,200
4818,750,2613,200
4819,217,3633,500
4820,112,3118,500
4821,139,2244,500
4822,992,4752,200
4823,459,2141,500
4824,620,3302,200
4825,970,2327,500
4826,636,3975,200
4827,64,3666,200
4828,295,4065,200
4829,727,2625,500
4830,715,3060,200
4831,907,1200,200
4832,307,4569,200
4833,529,1944,500
4834,142,1579,200
4835,871,2194,200
4836,440,3890,200
4837,712,1174,200
4838,914,1830,500
4839,263,1874,200
4840,367,1218,200
4841,746,4200,200
4842,780,4521,500
4843,451,3064,200
4844,549,4601,500
4845,125,3028,200
4846,942,2872,500
4847,308,2392,500
4848,969,4668,200
4849,367,2645,200
4850,484,2596,200
4851,77,2494,500
4852,813,2173,200
4853,261,1779,200
4854,243,4683,500
4855,298,2073,200
4856,974,4607,500
4857,63,1381,200
4858,818,3549,200
4859,228,1698,200
4860,617,4936,200
4861,596,3772,200
4862,770,1466,200
4863,903,4099,500
4864,235,3132,500
4865,786,3266,200
4866,731,4072,500
4867,789,3733,500
4868,638,2958,500
4869,154,1530,200
4870,792,3591,200
4871,872,3856,500
4872,651,3742,200
4873,892,2739,200
4874,125,1811,500
4875,754,4572,200
4876,157,4609,500
4877,486,2449,500
4878,242,1050,200
4879,510,3157,200
4880,825,3240,500
4881,470,3442,200
4882,855,1894,200
4883,522,4997,200
4884,661,3496,500
4885,843,1434,500
4886,397,3445,200
4887,118,1145,200
4888,216,1315,200
4889,492,4723,200
4890,793,4592,200
4891,97,1490,500
4892,762,2278,200
4893,766,4331,500
4894,223,3447,200
4895,651,4912,500
4896,536,3267,200
4897,387,1595,200
4898,965,3871,500
4899,294,2541,500
4900,726,4510,200
4901,557,3769,500
4902,499,2990,200
4903,348,2523,200
4904,240,4856,200
4905,431,3903,200
4906,611,2011,500
4907,160,2583,200
4908,601,1171,200
4909,598,1416,200
4910,569,1061,200
4911,511,1317,200
4912,485,4532,200
4913,352,2440,500
4914,730,1789,200
4915,729,2085,500
4916,889,3556,500
4917,301,1951,200
4918,400,4140,500
4919,322,4319,200
4920,463,4255,200
4921,285,2859,200
4922,354,2948,200
4923,555,4064,200
4924,487,2226,500
4925,694,1136,200
4926,455,2362,200
4927,957,3615,200
4928,774,1405,200
4929,350,2127,200
4930,997,2817,200
4931,139,3003,200
4932,276,1416,200
4933,477,3182,200
4934,568,4362,200
4935,375,4206,200
4936,756,2238,200
4937,538,2478,200
4938,845,4350,200
4939,462,1154,200
4940,629,1418,200
4941,569,1022,200
4942,342,3499,200
4943,474,3212,200
4944,255,2542,200
4945,304,1091,500
4946,53,1586,200
4947,850,1322,200
4948,889,4508,500
4949,955,4573,200
4950,677,4715,200
4951,825,2945,200
4952,846,3042,500
4953,101,3509,200
4954,79,4478,500
4955,617,1087,500
4956,193,3099,200
4957,209,2192,200
4958,443,4232,200
4959,488,3026,200
4960,847,4956,200
4961,142,3250,200
4962,333,4564,200
4963,453,2362,200
4964,774,3005,200
4965,704,1878,500
4966,601,3295,200
4967,591,3074,200
4968,239,3827,200
4969,422,4856,500
4970,131,4309,500
4971,844,1040,200
4972,220,2140,500
4973,313,2296,500
4974,194,1736,200
4975,570,4079,500
4976,367,3648,200
4977,161,1075,200
4978,979,3078,200
4979,313,3915,200
4980,73,1434,200
4981,629,1952,200
4982,775,1731,200
4983,440,3070,200
4984,247,4737,200
4985,753,4928,200
